,pid,name,rent,bedroom,ft2,longitude,latitude
1410,6741480358,Rent this home in Dublin - Receive $1500 to move!,4800,4,3264,-121.922600,37.716600
1411,6741480375,Bright and Light Sunnyvale Apartment Freshly Remodeled! Reduced!,2395,,,-122.039983,37.338547
1412,6719329215,North San Jose close to Brokaw Rd Business Park,3650,3,,-121.881757,37.393230
1413,6741480193,124 Mason #301 - $95 Move-In Special - Available Now!,1895,,,-122.409174,37.784775
1414,6720739366,Our Luxurious Condo in the Brickyard  is waiting for you!,2050,1,,-121.876432,37.321248
1415,6741480053,"Two Bedroom - Hardwood Floors, Granite Counters, W/D, and A/C",4095,2,1110,-122.047312,37.324373
1416,6741479941,Hayes Valley/16Laguna&Market/Great views/W/D in unit/Available Now,4095,2,,-122.425140,37.770890
1417,6721976707,"Sunnyvale, walk to CAl Train, 2/3 bedroom unit",3600,2,,-122.042364,37.385508
1418,6741479778,Cute One Bedroom Apartment Great Value,1850,1,500,-121.972293,37.305224
1419,6727791785,"1860 Hamilton Ave | Palo Alto, CA 94303",5595,3,,-122.131478,37.449565
1420,6741479700,"3 bed, 2 ba w/Fireplace! SPECIAL ENDS FRIDAY!",3945,,1335,-122.064457,37.378888
1421,6727690378,2 Bedroom 1 bath Duplex,2195,2,,-121.823852,37.365502
1422,6727508024,Spacious condo with vaulted ceilings centrally located,2650,2,,-121.919073,37.305956
1423,6727355975,"Great home with central AC, 2 car garage, and remodeled bathrooms!",2895,3,,-121.871567,37.434171
1424,6732836274,Exclusive 3 Bedroom 3 Bathrooms,3920,3,,-122.291530,37.846026
1425,6732569653,Willow Glen Easy Access to Lincoln Avenue,3400,3,,-121.899048,37.307410
1426,6721959670,Cupertino Schools. Fully Remodeled,3700,3,,-122.012613,37.300407
1427,6727703845,Beautifully remodeled Condo,2995,2,,-121.946766,37.315359
1428,6741478668,"Pools, Fitness Rms, YogaPilates Studio, Tennis Courts, Spas, Pool  WD",4595,3,1340,-122.047138,37.324617
1429,6741478653,"Spacious One Bedroom, Walk To Downtown, Bring Your Pets!",2158,1,625,-122.032328,36.966382
1430,6733638365,Cupertino- Beautifully Upgraded,3895,,,-122.013482,37.317778
1431,6733642234,"Milpitas- All New Appliances, Carpet and Paint",3800,,,-121.900188,37.439371
1432,6735676340,Beach Front House - Remodeled 3Bd/3Ba,5000,3,,-122.508873,37.772130
1433,6728643364,Bayview 3BD w/Parking and Laundry,3400,3,,-122.392514,37.731806
1434,6739375829,Fabulously remodeled home in prime location waiting for YOU!,4250,4,,-121.958810,37.323850
1435,6736948829,Two Large Remodeled Studio Apts Across from GGP,2195,,,-122.464009,37.773591
1436,6736950796,"Large 2BD, 1.5BA with Parking",3300,2,,-122.482505,37.778985
1437,6741477883,Very Large  1+ Bdrm Apt Corralitos Estate,2200,1,1200,-121.791000,36.990762
1438,6735580625,"Come For A Visit, Stay For A While!!  Receive 1st Month FREE!!!",2050,1,675,-121.960282,37.315842
1439,6731208569,2 BED / 2 BATH Beachfront Living Apartment near South Shore Shopping,2995,2,990,-122.256980,37.756629
1440,6739308541,"New Model Home with Roof Top Deck, Centrally Located",4500,3,,-121.963936,37.296138
1441,6741477319,"Bike to Apple! Near Homestead HS, Spacious & Renovated, WD, AC, Patio",3395,2,1005,-122.045410,37.335938
1442,6739259968,4 bd / 4 bth 1847 sqft. Tri Level TH WG/ DT Boarder,3750,4,,-121.899066,37.319241
1443,6738986477,Beautiful Home close to Downtown Morgan Hill,3600,4,,-121.646590,37.122624
1444,6741477008,1bd 1ba Open house,1650,1,,-121.916938,37.312287
1445,6736641793,"Large, bright, fabulous Los Gatos home is available now!",4900,,,-121.951340,37.237262
1446,6736553269,2/2 Top floor unit with spectacular views!,3200,2,,-122.011523,37.352877
1447,6741476703,Two Bedroom/Two Bath in Beautiful Bennett Valley!!!! + Pool+ Gym+Dogs+,2300,2,1000,-122.663383,38.426019
1448,6737456340,2BR/1.25BA Home in a Community with a Fitness Center and a Pool,2181,2,795,-122.701278,38.343995
1449,6741476456,Half Off Move in Special-The Meadows at Fountaingrove-2 Bedroom,2650,2,1426,-122.725574,38.478259
1450,6741476443,Show-Stopper Spacious Luxury One/Bedroom~ Available Today!,3400,1,796,-122.114475,37.403581
1451,6741476397,Apartments Ready for Move In! Various Floorplans All with Garages!,2432,1,665,-122.035544,37.528537
1452,6741476399,Open and Light Upstairs Apartment,1700,2,,-122.481992,38.316413
1453,6741464760,Buchanan & Fell/Available Now/Pets Ok/$95 Move In Special!,4395,1,,-122.427631,37.774858
1454,6741449108,"Fantastic Location, Close to Google",4816,2,1112,-122.098837,37.395209
1455,6735186648,Infinity: South-facing 25th Floor Condo w/ Views **Video Tour**,5400,2,,-122.390373,37.789592
1456,6735972499,Single Level Home,2300,2,,-122.469600,38.284900
1457,6741475811,Two Story Custom Home,4300,3,,-122.469600,38.284900
1458,6741475775,Sunlit 1 Bed 1 Bath Home W/ Vaulted Ceilings & Breakfast Bar!,3204,1,712,-122.263215,37.535441
1459,6737412962,Newly Renovated Single Level Home on a Large Lot,2400,2,,-122.489243,38.309617
1460,6741463837,Clipper & Douglass/Available Now/Pets Ok!$95 Move In Special,2495,,,-122.438308,37.748664
1461,6741462560,Clipper & Douglass/Available Now/Pets Ok!$95 Move In Special,4695,2,,-122.438308,37.748664
1462,6741475417,You're So Local the Tuesday Noontime Siren Doesn't Freak You Out,3995,2,,-122.415107,37.790312
1463,6736781405,STEPS TO BEACH/OCEAN! BE 1st TO LIVE IN AFTER REMODEL! PETS WELCOME!,3495,2,832,-121.978871,36.959655
1464,6738487582,Radiant modern 1bed/1bath unit with pets allowed (Jackson 18),2350,1,560,-122.264847,37.803872
1465,6741475021,"Its A Bird. Its A Plane. No, Its Your New Home!!!",2245,2,1000,-122.090741,37.696763
1466,6741475011,$1950 OFF 1st MONTH RENT BEST PRICE IN TOWN! SCHEDULE YOUR TOUR TODAY!,1950,1,650,-122.021172,37.572235
1467,6741474914,WE HAVE THE RIGHT STUDIO JUST FOR YOU!,1985,,476,-121.849000,37.268500
1468,6739106479,"On-site management & maintenance team, Mail room, Walk-in closets",2897,1,503,-122.253580,37.833826
1469,6741474401,Beautiful Top Unit in Cole Valley,7400,4,1800,-122.449454,37.768729
1470,6741474100,Settle in before the holidays! 2 bed/renovated/washer/dryer!,1950,2,955,-122.007228,38.265181
1471,6741473913,Location~Location~Location! And $1000 Off Your 1st Month Rent!,2823,1,692,-122.025028,36.971487
1472,6741473808,Large One Bedroom Available Today! Call Now For One Month Free Rent!,2499,1,720,-122.027944,37.358105
1473,6741438292,Renovated 3 Bed / 1.5 Bath with New Carpet/Paint Flat,3650,3,,-122.407229,37.795049
1474,6741473596,Move In Specials Just In Time for the Holidays! 2BR/2BA Cupertino Apt!,3312,2,981,-122.037420,37.335814
1475,6739950987,$1895 and $1000 Move in Specials at Pleasanton Heights Apartments!,1895,1,560,-121.865793,37.663004
1476,6738482873,Truly desirable location! Pets allowed. Immaculate 1x1 (Jackson 29),2350,1,560,-122.264847,37.803872
1477,6733407279,Open and Light Upstairs Apartment,1650,2,,-122.481992,38.316413
1478,6741473313,Spacious 1 Bedroom Apt. Move In Ready Now.,2300,1,711,-122.077500,37.405600
1479,6735854204,"3 Bedroom, 2.5 Bath Novato Condo for Rent",3200,3,1545,-122.568994,38.116419
1480,6727456612,Single Level Sonoma Condo,1800,1,,-122.469600,38.284900
1481,6741473163,Fall In Love With Your New Two Bedroom Apartment Home,2633,1,983,-121.881552,37.402886
1482,6721585610,Brand New Sonoma Grove Apartments,2200,2,900,-122.475381,38.298035
1483,6741473043,Immediately Available Fully Renovated Town Home w/$1000 OFF!,2375,2,1117,-122.671280,38.449404
1484,6721086556,Great Two Story Spacious Home In Serene Setting Close To Sonoma Square,2640,3,,-122.457816,38.278681
1485,6720012355,Beautiful Newly Renovated Home,1850,1,,-122.469600,38.284900
1486,6719870737,Large Upstairs Spacious Apartment,2000,3,,-122.469600,38.284900
1487,6719871228,Comfortable Newly Remodeled Single Level Home,3000,3,,-122.469429,38.297116
1488,6741465596,West Shore Escape Ski Lease in Tahoe!,3300,,,-120.135700,39.064400
1489,6741472589,1 Bedroom 1 Bath Apartment ready for move in! Come visit Orchard Glen!,2413,1,750,-121.968769,37.324642
1490,6719870303,Beautiful Home in the Heart of Wine Country,3995,3,2300,-122.469600,38.284900
1491,6741366970,This Desirable Lakewood Village Home is Move In Ready,2950,3,1000,-122.000600,37.398300
1492,6724363918,Very Cute Home,2400,,,-122.469600,38.284900
1493,6741472372,Vintage Lower Nob Hill Beauty With Updated Swag,3495,1,,-122.415968,37.789244
1494,6725839511,Single Level Home in 55+ Community,2400,2,,-122.469600,38.284900
1495,6725803399,Single Family Home In Quiet Neighborhood,2800,3,,-122.490100,38.314150
1496,6741463904,THIS 2BD/2BTH IS FILLED WITH PUMPKIN SPICE & EVERYTHING NICE!,2395,2,1100,-122.149290,37.723282
1497,6738115103,Beautiful Mediterranean Style Home on Sonoma's Eastside,4600,4,,-122.454291,38.284314
1498,6741472121,Great Location! Great View! Great SPECIAL. $600 OFF MOVE IN,1960,1,760,-122.055253,37.639902
1499,6725179893,"2 Bed w/ Patio, 2 Baths & 2 Parking Spaces Coming November!",2258,2,880,-122.052249,37.908760
1500,6739117641,Upstairs Apartment In A Prime Location Close To The Sonoma Square!,2000,2,,-122.459624,38.287636
1501,6729844893,2bed/2.5bath  - Remodeled - Ready for Move In,3250,2,1104,-121.857433,37.280882
1502,6741472032,Beautiful 2-bed 2-bath home awaits you! Reserve online!,3941,2,1066,-122.291653,37.545409
1503,6741471852,"$1000 Discount! Luxury 2x2 Apartment, Beautifully Renovated!",3386,2,1198,-122.002006,37.366541
1504,6741471824,High Rise Upcale 1x1 With All The Amenities,2087,1,783,-122.717698,38.445511
1505,6741471768,Let This Studio Be Yours Now! - $95 Move-In Special,4395,1,,-122.415596,37.796754
1506,6741471750,Available Immediately!!!,2550,2,1067,-121.971200,37.530800
1507,6741471618,Tiburon Oasis Comfortable and Close to Everything,6000,4,1868,-122.500891,37.899968
1508,6726630927,"Open Floor Plan, 3 Bed Town Home, Washer & Dryer Included !",3199,3,1465,-122.056830,37.913223
1509,6741465623,So Much Living Space In This Groundlevel 1x1 With Attached Garage!,2702,1,1003,-121.830600,37.245800
1510,6741471387,1020 Post #204 - $95 Move-In Special - Available Now!,1995,,,-122.418723,37.787208
1511,6736525561,344 N Third St - Wonderful Studio near San Pedro Square,1595,,,-121.887000,37.347600
1512,6741470944,This Brick Beauty is an Old Soul with Cutting-Edge Amenities!,2595,,,-122.426711,37.768868
1513,6733490467,54 N 11th St - Sweet studio near SJSU!  No Section 8 Vouchers Accepted,1425,,,-121.880662,37.342053
1514,6741470849,Bush & Mason/Blocks from Union Square/Available Now/Pets Ok!,2695,,,-122.409694,37.790045
1515,6741470840,Cozy One Bedroom Cottage,1600,1,,-121.575553,37.006648
1516,6741470806,The Perfect Combo of Luxury & Comfort,3437,2,,-122.036242,37.371805
1517,6733490853,"14900 Vintner Ct -5,400 SQUARE FEET of Luxury in the Saratoga Heights!",9000,5,,-122.056601,37.252800
1518,6733491973,430 N 2nd St - Charming Studio in Victorian Apartment Building,1495,,,-121.894794,37.343675
1519,6719373368,******MOVE IN SPECIALS!! CALL TODAY!!!!******,2905,1,632,-122.491585,37.655134
1520,6741470523,Do Not Look Past this One Bedroom at Meadow Wood at Alamo Creek Apartments!,1900,1,611,-121.916700,37.832100
1521,6721526490,3/1 With Huge Yard in Great Neighborhood,3200,3,1200,-121.954400,37.322007
1522,6741470272,1539 GREENWICH #10 - NEWLY REMODELED 1 BEDROOM WITH WALK IN CLOSET,3500,1,,-122.424996,37.800334
1523,6725946495,Spacious 5/3 with Granite Counters,4200,5,2350,-121.879616,37.400935
1524,6741470215,Pine & Stockton/W&D!Available Now!Pets Ok! $95 Move In Special!,5095,2,,-122.408060,37.791205
1525,6735710754,3/1.5 In Central Location,3100,3,1320,-121.920928,37.302322
1526,6741469999,Don Draper Would Approve - Swinging '60s Inspired Pad,4495,2,,-122.425264,37.752393
1527,6736799307,"Downstairs Condo with Garage, Walk to EBAY",3100,2,1171,-121.893900,37.296000
1528,6741469943,"Studio w/ washer + dryer, & no one above or below your apartment!",2265,,400,-122.223743,37.471504
1529,6741469899,Spacious 1B1B! Top Floor Large Balcony!,2455,1,710,-121.975463,37.565895
1530,6741469799,"Floor to ceiling windows, Private garden terrace, Resident lounge",5189,2,1374,-122.417501,37.776541
1531,6739957936,"Media Room, Full-Size Washer & Dryer, Private Patio/Balcony",2945,3,1156,-122.698497,38.416412
1532,6741465364,Totally Remodeled Apartment TRUE GEM L@@K!,2485,1,800,-122.222300,37.847100
1533,6741469775,Fall Is Here! So Fall In Love With Windsor At Dogpatch. 1 MONTH FREE!!,3025,,475,-122.388489,37.755634
1534,6738886230,3/2 In Fantastic Location,3200,3,1250,-121.882364,37.252032
1535,6741469730,See Why Amalfi IS Your #1 Choice to Stay!,2562,2,829,-121.890167,37.419639
1536,6741469421,Taylor & Sutter/Walking Dist to DwnTwn!Pets Ok/$95 Move In Special!,2395,,,-122.411886,37.788808
1537,6741469406,Spacious 2 Bedroom with New Updates Throughout,2375,2,950,-122.114889,37.696039
1538,6728596487,Beautiful Villa Cortina Luxury condo near Santana Row!!,2900,2,986,-121.950068,37.312942
1539,6735307886,Spacious 1 bedroom Sunny Convenient Access to City/Peninsula,2388,1,,-122.438800,37.687500
1540,6737689382,Beautiful remodeled 2 bedroom apartment with Cupertino Schools!!,2598,,,-121.976987,37.324924
1541,6736839531,1b/1b|Hardwood Floor|Walk-in Closet|24-Hour Front Desk|Gym,3725,1,650,-122.414530,37.792524
1542,6728194275,Move Today! Cozy 2 Bed w/1 Bath & Fire Place! On The 2nd Floor!,2020,2,770,-122.052249,37.908760
1543,6738276133,"1 Mo. Free|Remolded 2b/2.5b W/D, gym, community room, bbq grill",6200,2,1250,-122.414513,37.792524
1544,6738453069,Perfect place to kick up your feet/Beautiful Modern 2 bedroom,4395,2,789,-122.414700,37.772500
1545,6741468675,Taylor & Sutter/Pets OK!Available Now!Top FL!$95 Move In Special!,2595,,,-122.411886,37.788808
1546,6738243449,2 Wk Free|Spacious 1 bedroom w/ Washer/Dyer|Gas Range|Nature Lighting,4100,1,721,-122.426796,37.768602
1547,6741468416,Classic San Franciscan Architecture in the Heart of Nob Hill,4295,2,,-122.413276,37.790544
1548,6741453015,ðŸš¨LIMITED TIME OFFERðŸš¨ 6 Weeks Free! Brand New Luxury Living!,2651,1,740,-121.891474,37.353186
1549,6741468277,"Downtown San Jose, 1 bedroom 1 bath apt, Lots of storage, Cable Ready",2150,1,750,-121.889277,37.336259
1550,6741468258,"Fully Upgraded, Partial Ocean Views, W/D in Unit!",3768,2,1035,-122.061839,36.959048
1551,6741468176,$1890 / 1br - 660ft2 - Don't Miss Out! 1 Month Free!!,1890,1,660,-122.051273,37.603934
1552,6741439788,"3 BEDROOM, COMING SOON, NOW LEASING, AFFORDABLE HOUSING",1990,3,1135,-122.052999,37.385549
1553,6741467990,Pine & Stockton/Available Now/Pets Ok! $95 Move In Special!,3595,1,,-122.406792,37.791365
1554,6738475727,Fantastic 1bed/1bath apt in a desirable amazing location  (Jean 5),2899,1,,-122.250439,37.815868
1555,6731412893,"Pleasanton 2 bed, 2.5  bath single family home",2750,2,1360,-121.889430,37.692879
1556,6737277113,Fantastic 4 Bedroom in a Gated Community!,3495,4,1733,-122.224806,37.794998
1557,6739292096,"Sauna, spa, fitness, 2 pools, AC, oversized windows, WasherDryer",3995,2,1025,-122.078674,37.405276
1558,6741465930,"North Berkeley, Two bedroom One bath walk to UC Campus available NOW",3195,,,-122.271117,37.875398
1559,6724622064,BEAUTIFUL 2BR CONDO IN A PRIME SANTA CLARA LOCATION- CORNER UNIT,1499,2,1000,-121.998170,37.354941
1560,6741467446,EXPERIENCE THE GOOD LIFE IN THIS 2BR/1BA APARTMENT!,2589,2,825,-121.999970,37.322230
1561,6736645650,"1 Bed - 1 Bath, Outdoor Fireplace, Walk-In Closets",2745,1,774,-122.275221,37.806145
1562,6721101387,Secluded 3bd/2ba Home w/ Walking Distance to Downtown Montclair! Short,3995,3,,-122.208447,37.822124
1563,6741455265,Did We Say $500 Off? Come Lease Your Dream Home!,2990,1,758,-121.972489,37.352041
1564,6741467003,Very Large 2 Bedroom in Great Neighborhood,4100,,,-122.424923,37.795544
1565,6739388006,"San Francisco Custom Built House, Corner&Sunny with Excellent View!",5800,3,2328,-122.476933,37.714932
1566,6741466442,"Newly Updated Unit Close to Downtown Danville, No Deposit Required!!",2595,2,,-122.000978,37.820229
1567,6741466368,An Address Above the Bay - $95 Move-In Special,3895,2,,-122.413276,37.790544
1568,6741465297,"Wood flooring, WD, pools, spa, sauna, gym, near Google",3295,1,790,-122.078674,37.405276
1569,6741466031,Love Where You Live - The Standard San Jose,2915,1,630,-121.908566,37.318884
1570,6741466037,REMARKABLE RENT! UNBEATABLE LOCATION! 2 BDRM/2 BATH IN PLEASANT HILL,2195,2,880,-122.065909,37.971422
1571,6741465679,1050 Post #42 - $95 Move-In Special - Available Now!,1795,,,-122.419227,37.787183
1572,6738472989,Remarkably clean and spacious unit in Grand Lake  (Jean 1),2299,,475,-122.250439,37.815868
1573,6741465528,Beautiful Bonny Doon home,3600,3,2300,-122.159557,37.028568
1574,6741465523,Classic SF Apartment in SOMA Not To Be Passed Up!,3995,2,,-122.417386,37.773192
1575,6741465237,Powell & Pine/Available Now/Pets Ok/$95 Move In Special!,3695,1,,-122.408925,37.790836
1576,6741464999,"216 Anita Rd #4, Ground Floor 1 Bedroom, Excellent Location",2150,1,,-122.342010,37.580364
1577,6741464864,Wanderlust Tendencies? This Polk St. Pad is Calling You Home!,2495,1,,-122.419846,37.786424
1578,6741416697,"On-Site City Car Share Service, Composite Quartz Countertops",3486,1,778,-122.269647,37.870190
1579,6741454191,2 bed/2.5 bath furnished updated condo,3500,2,1122,-122.136531,37.456376
1580,6741464599,ðŸŽˆ Come On! Hurry it won't Last ðŸŽˆ,2499,1,650,-122.261543,37.555698
1581,6741464569,Pre-Lease A 2x2 Today! 6th Floor/Corner Apt!,4532,2,1694,-122.390888,37.710365
1582,6741464458,Your first month FREE!,3550,2,1250,-121.952670,36.984750
1583,6741464225,LARGE 2 BRM/ 2BATH WALK TO UC CAMPUS AVAILABLE TO MOVE IN NOW,3995,2,975,-122.259294,37.862855
1584,6741464176,Vaulted Wood Ceilings! Amazing Specials for Renovated 2x2 Apt Home!,3152,2,1198,-122.002006,37.366541
1585,6741464003,Forever Young Tangoes With Old School Cool in Lower Nob Hill,2395,,,-122.417667,37.788070
1586,6735606285,Top Floor Unit - Beautiful Community - First Month FREE!!!,2595,1,1020,-121.960282,37.315842
1587,6733126594,Classic Pleasure Point Beach house,2200,1,,-121.974271,36.957053
1588,6741463225,"2 Bedrooms/1 Bath with ""ALL UTILITY PAID"" for Rent Pittsburg/Bay Point",2000,2,,-121.930733,37.994647
1589,6741461594,Beautiful 2B2B condo in the gated Meadowbrook community for Rent,2700,2,990,-122.032572,37.570635
1590,6741463086,Classic Apartment Close to Great Restaurants and Music Venues,1995,,,-122.418912,37.786957
1591,6737443946,Amazing Ocean View,2500,1,,-122.471037,37.502794
1592,6741462962,Available now for rent in Oakland near Bart,2750,2,816,-122.185300,37.758900
1593,6719910694,2256 Wolfberry Way Santa Rosa,3700,4,,-122.687800,38.453400
1594,6741462865,1799 TODAY ONLY! CALL NOW FOR TOUR!,1799,1,725,-122.076130,37.892754
1595,6730955182,We Are Ready for YOU! Become A Part of Harvest Park Today!,2470,2,1210,-122.710118,38.411426
1596,6737386328,Awesome Location & Newly Remodeled Condo,3000,2,950,-122.432950,37.460484
1597,6741462544,Rent this home in Dublin - Receive $1500 to move!,4800,4,3264,-121.922600,37.716600
1598,6741462496,Renta Casa,2000,2,,-122.334200,37.926500
1599,6721992136,622 Pacific Ave. Apartment - JC Area,1600,2,,-122.687800,38.453400
1600,6728890590,1-Bedroom Apartment in great neighborhood,2250,1,,-122.462139,37.781111
1601,6738228228,"Gated Community, Hardwood Floors, Patio/Balcony",1530,1,708,-121.864673,38.008321
1602,6741451935,This Property Has The Most Amenities-Including Wifi Den & Wine Cellar!,3670,2,1051,-122.059073,37.906424
1603,6741462293,Gorgeous townhome vaulted ceilings! Only one left! $1000 off Special!,3260,2,923,-121.987548,36.965288
1604,6727798888,6520 E.  Hwy. 20,900,1,,-122.784600,39.078300
1605,6736468226,Available December! 1 Bed On The Ground Floor! Pets Welcome!,1887,1,640,-122.053416,37.902267
1606,6741461605,Only Apt Ready for Immediate Move-in! Visit Today!,3735,1,1046,-122.390888,37.710365
1607,6741461327,One bedroom available now! W/ washer& dryer. Central heating &air,2511,,860,-121.935600,37.316300
1608,6741461278,"Pet Friendly, Open Floor Concept 2X2, Close to Cal-Train & Restaurants",4540,2,1010,-122.263138,37.510062
1609,6741461041,Half Off Move in Special - Fountaingrove's Last Ground Level 3 Bedroom,2550,3,1244,-122.725574,38.478259
1610,6736510191,1 bedroom home in Palo Alto,3400,1,800,-122.122040,37.441764
1611,6741460719,2BR 2BA REMODELED CONDO - The Keys - December 1st,2600,2,1100,-122.059383,37.911467
1612,6726994947,455 Hyde #34 - $95 Move-In Special - Available Now!,2795,1,,-122.416427,37.785080
1613,6731552972,Updated Condo w/Cupertino Schools,3300,2,1250,-122.065873,37.336948
1614,6741460606,Ground floor home with all the trimmings!,2373,1,731,-121.919614,37.454774
1615,6738470278,Charming bright studio unit with large windows and space (6th apt 203),1825,,,-122.249623,37.798170
1616,6741460412,"Modern kitchen, Ideal + bright floor plan, Willow Glen 1BR 1BA apt",2050,1,675,-121.913866,37.309039
1617,6741460120,"Beautiful 2 bedroom Available NOW, **$1000 Look & Lease/1-Month Free~",2574,2,1063,-121.830600,37.245800
1618,6741460092,Rent this home in Dublin - Receive $1500 to move!,4800,4,3264,-121.922600,37.716600
1619,6741460059,UNIQUE 3BED 2BATH HOME...START EXPERIENCING A GREAT LIFE STYLE!!,3095,3,1250,-122.139221,37.686232
1620,6721693678,Modern 2 Story Concord Home,3050,4,2187,-121.972275,37.937073
1621,6736586836,Special 1 full month off! SMV in the heart of Silicon Valley Mt. View!,3245,2,895,-122.072172,37.379740
1622,6741459423,Our Most Spacious 1x1 is Available for Pre-Lease Today!,3871,1,1259,-122.390888,37.710365
1623,6741459356,"PRE-LEASING! Rare, 1st Floor 2x2 w FULL Club House & Pool!!!",3180,2,1086,-121.875500,37.665800
1624,6726990379,1064 Dolores #4 - $95 Move-In Special - Available Now!,4495,2,,-122.425590,37.752402
1625,6741459344,"Remodeled, Pet Friendly, Beach Community! $1000 off your first month!",2940,2,860,-121.987548,36.965288
1626,6726985904,2038 Divisadero #202 - $95 Move-In Special - Available Now!,4095,2,,-122.440267,37.788683
1627,6741459161,Newly Renovated Apartment Close to BART,2250,,398,-122.416148,37.783672
1628,6741459167,$500 Move-In Bonus Patio W/D Inside Unit New Hardwood Floors West SJ,2250,1,712,-121.947041,37.314339
1629,6741459002,Don't wait until it is too late. Move in today and save,3389,2,915,-122.045072,37.382940
1630,6727093053,685 Geary #502 - $95 Move-In Special - Available Now!,1995,,,-122.414555,37.786464
1631,6734127717,Beutiful 3 beds 2.5 baths,3200,3,1497,-121.577300,37.013900
1632,6741458474,Rent this home in Dublin - Receive $1500 to move!,4800,4,3264,-121.922600,37.716600
1633,6719782155,241 Church #7 - $95 Move-In Special - Available Now!,3895,1,,-122.428659,37.766969
1634,6741458222,Top Floor Modern Condo with Amazing Views,3995,2,911,-122.419825,37.766674
1635,6741458231,"Spacious 1st Floor 2x2 Apartment 1,198 sq. ft. Coveted Corner Unit!",3266,2,1198,-122.002006,37.366541
1636,6741458152,"Large 2 Bed 2.5 Bath Townhome, $1000 OFF 1st Month!!CALL TODAY!!!!#119",3195,2,1412,-121.886723,37.335719
1637,6726980528,1163 Pine #5 - $95 Move-In Special - Available Now!,3995,2,,-122.415097,37.790116
1638,6726975782,434 Leavenworth #505B - $95 Move-In Special - Available Now!,2095,,,-122.414238,37.785283
1639,6741457754,The Perfect 2 Bedroom is Here Waiting for You! Brand New Community!,4875,1,1133,-122.308000,37.555041
1640,6731628495,"Extra Space For Office Or Nursery! TownHome w/3Beds,Washer&Dryer!",3199,2,1465,-122.056830,37.913223
1641,6741457318,Brand New Community - Just Steps Away From The Caltrain!,5243,2,1185,-122.308000,37.555041
1642,6733267999,"Lovely, fully renovated 3BR & 2BA home w/ tennis court & great backyar",2995,3,1376,-122.037773,37.881124
1643,6741457185,Brand New in K Section ~ Walk to SSU ~ 4 bedrooms 3 bathrooms,4200,4,2371,-122.694100,38.347000
1644,6733268719,Updated 3BR 1.5BA Condo in great Concord Community,2400,3,1185,-121.975000,37.957500
1645,6733319816,"Lovely 2BR 1BA home w/garage, laundry, and yard in San Pablo!",1980,2,690,-122.336900,37.972400
1646,6736805397,2bd/2ba -- Jasper Lease Takeover,5140,2,,-122.393861,37.786143
1647,6731609102,Great townhome w/ 2 master suites & 2 BA w/ 2 car garage in W. Creek,2675,2,1263,-122.071700,37.918200
1648,6741456947,Come Home to 50 Shades of Green - Eco-Friendly Living,3195,,,-122.438709,37.771056
1649,6741456935,"Studio with Wi-Fi, utilities and cable available 12/2-1/5",2650,,400,-122.435803,37.790540
1650,6738351505,Lovely & Remodeled 4bd home located in central Concord,2980,4,2030,-121.975000,37.957500
1651,6724080197,Updated & Spacious 1BR 1BA Condo w/ amenities - downtown Walnut CreeK,1975,1,695,-122.054733,37.899364
1652,6741441580,"**BEST LOCATION IN FREMONT, MAKE THIS YOUR NEW HOME!**",2650,2,1004,-121.990618,37.549976
1653,6741456826,Nice 1br in Great Location! Easy Walk to Shops in Nopa/Lower Haight,2750,1,,-122.438855,37.771369
1654,6727631719,Wonderful 3BR 2.5BA home in great Concord complex!,2295,3,1288,-121.994099,37.981545
1655,6741456740,Cozy yet spacious 1 bedroom 1 bath near downtown Pleasanton!,2191,1,785,-121.875230,37.676530
1656,6741456760,"Open House, Studio For Immediate Move-In, San Ramon",1793,,436,-121.949508,37.764252
1657,6727635371,"Lovely, Bright 4/2 home close to schools & shopping centers in Concord",2675,4,1432,-122.026300,37.950400
1658,6736496857,Lovely 2 BR &1.5BA townhome in great location w/ parking & large patio,2200,2,950,-122.065874,37.904824
1659,6741456475,!!LOVELY 2 BED/1.5 BATH IN QUIET COMMUNITY IN SAN MATEO HILLS!!,3100,2,1015,-122.332214,37.531754
1660,6726941671,540 Leavenworth #309 - $95 Move-In Special - Available Now!,2095,,,-122.414485,37.786199
1661,6741456334,$1000 OFF Move In - Modern luxury the beach town of Live Oak!,2550,1,624,-121.987548,36.965288
1662,6741456278,"95 Linda Ave., 2bed/1ba, Lots of Light, Updated Kitchen, Balcony",3395,2,,-122.248356,37.825232
1663,6726934718,540 Leavenworth #401 - $95 Move-In Special - Available Now!,3395,2,,-122.414474,37.786216
1664,6726971802,605 Jones #44 - $95 Move-In Special - Available Now!,2495,,,-122.413434,37.786928
1665,6741456039,Rent this home in Dublin - Receive $1500 to move!,4800,4,3264,-121.922600,37.716600
1666,6741455990,ðŸ˜Ž Cool. Modern. Chique. 1x1 in Santa ClaraðŸŽŠ,2531,1,682,-121.985194,37.352041
1667,6723196567,915 Pierce #203 - $95 Move-In Special - Available Now!,4595,2,,-122.435402,37.778632
1668,6735890195,"3 Bedroom Townhouse, Good Elementary School, Garage, W/D in Unit",2550,3,1300,-122.098074,37.633232
1669,6724495452,1340 Lombard #606 - $95 Move-In Special - Available Now!,4895,2,,-122.423581,37.801700
1670,6731585895,Rent Today! Large 2 Bed w/2 Baths & Patio! Walk To Down Town!,2370,2,1000,-122.053416,37.902267
